Date,Season,Month,Year,Service,Departure station,Arrival station,Average journey time,Number of scheduled trains,Number of cancelled trains,Number of trains delayed at departure,Average delay of late trains at departure,Average delay of all trains at departure,Number of trains delayed at arrival,Average delay of late trains at arrival,Average delay of all trains at arrival,Number of trains delayed > 15min,Average delay of trains > 15min (if competing with flights),Number of trains delayed > 30min,Number of trains delayed > 60min,Pct delay due to external causes,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to rolling stock,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)",Punctuality,Arrival Delay Gap,Departure Delay Gap,Number of trains non delayed,Percent of trains delayed,Route
2019-12,Winter,12,2019,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,93.0,202,10,141,3.905200946,3.243353175,35,26.13095238,8.604179754373616,20,39.51833333,9,3,18.18181818,45.45454545,18.18181818,12.12121212,3.03030303,3.03030303,90.15012845677931,22.887599205,-22.887599205,157,17.326732673267326,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2020-01,Winter,1,2020,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,99.0,369,10,283,3.405359246,2.72152381,45,25.68185185,4.524333333,27,35.28703704,12,4,28.57142857,28.57142857,14.28571429,21.42857143,7.142857143,,93.52778726292819,22.96032804,-22.96032804,314,12.195121951219512,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2020-02,Winter,2,2020,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,100.0,412,5,338,17.39900567186717,2.338533989,31,37.23602151,58.47323134889636,24,44.41944444,13,4,29.03225806,48.38709677,9.677419355,12.90322581,0.0,0.0,86.5165973641807,34.897487521,-34.897487521,376,7.524271844660194,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2020-04,Spring,4,2020,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,105.0,81,10,46,2.569927536,2.211320755,26,32.475470517971125,8.604179754373616,0,18.90454545,1,7,0.0,100.0,0.0,0.0,0.0,0.0,87.2079453495797,30.264149762971126,-30.264149762971126,45,32.098765432098766,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2020-05,Spring,5,2020,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,99.0,234,10,157,2.795435244,2.08601626,34,23.52107843,4.688861789,21,30.7047619,6,1,9.090909091,75.75757576,3.03030303,12.12121212,0.0,75.91572970554272,91.91083072747436,21.43506217,-21.43506217,190,14.529914529914532,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2020-07,Summer,7,2020,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,1702.5938009787928,459,4,0,4.05978836,3.341575092,56,30.85597015,4.893223443,0,51.29540020276708,25,7,39.0625,28.125,10.9375,14.0625,3.125,,96.39579173553486,27.514395058,-27.514395058,399,12.200435729847495,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2020-08,Summer,8,2020,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,97.0,452,5,374,3.577361854,2.962229679,52,32.475470517971125,3.962005966,27,52.95061728,0,5,34.04255319,34.04255319,14.89361702,14.89361702,0.0,,94.80426744224485,29.513240838971125,-29.513240838971125,395,11.504424778761061,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2020-09,Autumn,9,2020,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,,434,2,872,2.153439922,1.675810185,50,26.036,3.034915123,28,38.41845238,15,4,29.16666667,,10.41666667,12.5,2.083333333,6.25,95.07021767919278,24.360189815000002,-24.360189815000002,382,11.52073732718894,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2020-11,Autumn,11,2020,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.0,136,10,82,118.28872062060988,1.75733945,56,15.56888889,3.714373089,7,23.37857143,1,0,6.666666667,,33.33333333,6.666666667,0.0,13.33333333,86.66034958320589,13.81154944,-13.81154944,70,41.17647058823529,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2020-12,Winter,12,2020,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,92.0,350,10,256,118.28872062060988,3.916153846,0,32.99603175,5.096871795,28,44.73392857,16,7,,,35.0,7.5,7.5,0.0,95.60766422464286,29.079877904,-29.079877904,340,0.0,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2021-01,Winter,1,2021,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.0,461,0,163,7.51400818,2.79705882352941,0,32.475470517971125,4.627051561,40,42.81041667,22,7,30.303030303030297,18.18181818,198.7610364132147,12.121212121212102,12.121212121212102,12.121212121212102,96.62578786347758,29.678411694441714,-29.678411694441714,461,0.0,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2021-03,Spring,3,2021,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,96.0,464,10,112,8.450446429,2.17079646,44,28.35075758,2.750405605,34,33.62401961,13,1,218.89587774190275,25.0,22.72727272727269,190.4200842324105,6.818181818,11.36363636,94.5847025141092,26.17996112,-26.17996112,410,9.482758620689655,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2021-04,Spring,4,2021,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.0,476,0,76,15.917543859649102,4.115990991,43,37.38333333,5.461486486,30,48.71833333,18,7,21.95121951219509,34.14634146,4.87804878,24.390243902439003,9.756097561,4.87804878,95.39227326073669,33.267342338999995,-33.267342338999995,433,9.033613445378151,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2021-07,Summer,7,2021,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,97.0,2681,10,311,9.051768489,4.35103021975,56,43.691874997499994,7.064168378,56,55.22738095,31,7,,,8.695652173913041,190.4200842324105,4.347826086956521,17.39130435,97.62905412026494,39.34084477774999,-39.34084477774999,2615,2.088772845953003,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2021-08,Summer,8,2021,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,97.0,497,0,245,6.608095238,3.387474747,40,36.79125,8.604179754373616,30,45.35611111,16,6,20.0,35.0,,7.5,10.0,25.0,95.14544690210472,33.403775253,-33.403775253,457,8.048289738430583,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2021-09,Autumn,9,2021,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.0,495,2,223,9.138938714,4.22535497,56,26.81,5.585091278,46,39.98333333,18,7,23.45679012,218.65088787857883,24.69135802,14.81481481,4.9382716049382696,12.34567901,93.85703024154544,22.584645029999997,-22.584645029999997,437,11.313131313131313,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2021-10,Autumn,10,2021,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,98.0,513,10,188,118.28872062060988,4.35103021975,56,43.691874997499994,4.316397306,0,48.42093023255809,0,7,218.89587774190275,,11.5942029,15.94202899,8.695652173913041,15.94202899,96.31763748603704,39.34084477774999,-39.34084477774999,447,10.916179337231968,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2021-11,Autumn,11,2021,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,,485,0,160,7.685104166666671,2.616321601,56,22.91244131,4.526086957,38,346.4742866898222,13,5,11.29032258,16.12903226,32.25806452,8.064516129,3.2258064516128995,29.032258064516096,94.58585835940033,20.296119709,-20.296119709,429,11.54639175257732,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2021-12,Winter,12,2021,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,93.0,532,4,225,6.955111111,3.078416347,56,25.35202703,3.9321519795657696,32,44.87395833,19,7,,26.86567164,22.38805970149249,5.970149254,4.47761194,10.44776119,95.13411502094957,22.273610682999998,-22.273610682999998,472,10.526315789473683,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2022-01,Winter,1,2022,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,93.0,517,10,158,7.277953586,2.388832998,56,34.46896552,3.199966465,38,47.25833333,21,7,,20.37037037,18.51851852,18.51851852,5.555555556,16.66666667,94.32160455757415,32.080132522,-32.080132522,451,10.831721470019342,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2022-03,Spring,3,2022,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,94.0,550,1,166,8.137048193,2.578497567,56,26.855555555555497,3.530352798,32,51.29540020276708,14,7,12.903225806451598,,24.19354839,6.4516129032258105,9.677419355,24.19354839,95.55706241245454,24.277057988555498,-24.277057988555498,493,10.181818181818182,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2022-04,Spring,4,2022,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.0,534,1,214,10.01362928,4.126961707,56,37.90026455,4.719648462,44,49.58560606,22,7,31.66666667,18.33333333,18.33333333,21.66666667,8.333333333,1.666666667,94.5691971664457,33.773302843,-33.773302843,477,10.486891385767791,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2022-05,Spring,5,2022,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.0,554,1,212,8.55322327,3.169823922,56,34.80958904,8.604179754373616,49,45.97959183673469,23,7,13.69863014,,17.80821918,10.95890411,6.849315068493151,17.80821918,93.81867762216517,31.639765118,-31.639765118,497,10.108303249097473,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2022-06,Summer,6,2022,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,,531,1,241,12.63782849,4.35103021975,56,36.97868217,5.705259823,58,48.93965517,33,7,8.333333333,32.14285714,198.7610364132147,13.095238095238098,11.9047619,14.28571429,93.5877297658465,32.62765195025,-32.62765195025,474,10.546139359698682,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2022-07,Summer,7,2022,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.0,567,3,269,10.72924411,4.35103021975,56,28.31401869,5.934905101,58,43.61321839,32,7,10.75268817,24.7311828,20.43010753,12.903225806451598,3.2258064516128995,27.95698925,93.75511722743475,23.96298847025,-23.96298847025,508,9.876543209876543,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2022-08,Summer,8,2022,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,94.0,560,4,293,17.39900567186717,4.35103021975,56,26.5939759,8.604179754373616,45,39.82481481,20,5,23.75,26.25,23.75,6.25,,15.0,93.86954146950914,22.24294568025,-22.24294568025,500,10.0,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2022-09,Autumn,9,2022,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,99.0,524,0,0,8.914258555,4.35103021975,56,34.33677249,4.848496481,50,40.032,27,7,,8.196721311475411,198.7610364132147,26.2295082,18.032786885245898,3.278688525,94.19191725316666,29.98574227025,-29.98574227025,468,10.687022900763358,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2022-10,Autumn,10,2022,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,99.0,549,3,337,8.458456973,4.35103021975,56,40.54578059,58.47323134889636,64,46.92265625,43,7,,17.72151899,24.05063291,12.65822785,72.0439601026586,3.797468354,84.49854158757009,36.19475037025,-36.19475037025,490,10.200364298724955,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2023-01,Winter,1,2023,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,97.0,551,10,203,8.64819376,3.40769962,56,30.12827381,2.051742712,33,43.1020202,18,5,12.727272727272702,20.0,32.72727273,9.090909091,5.454545455,20.0,95.10268897933696,26.72057419,-26.72057419,485,10.163339382940109,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2023-03,Spring,3,2023,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.0,551,10,130,9.275641026,2.845652174,41,43.691874997499994,8.604179754373616,29,55.68218391,20,7,32.5,32.5,2.5000000000000004,12.5,72.0439601026586,17.5,94.77286659266186,40.84622282349999,-40.84622282349999,500,7.441016333938294,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2023-04,Spring,4,2023,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.0,525,10,170,118.28872062060988,4.26312336,56,35.6552381,5.038713911,44,51.29540020276708,23,7,13.23529412,45.58823529,22.05882353,5.8823529400000005,7.35294118,5.8823529400000005,93.75069053864284,31.392114739999997,-31.392114739999997,459,10.666666666666668,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2023-05,Spring,5,2023,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,99.0,520,0,198,10.72516835,2.4590648498382905,56,33.59573643,5.056998698,59,44.26892655,31,7,13.0952381,218.65088787857883,19.04761905,10.71428571,,8.33333333,93.59947457597434,31.13667158016171,-31.13667158016171,464,10.76923076923077,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2023-06,Summer,6,2023,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.0,543,1,253,9.528326746,4.35103021975,56,33.64196787,5.768422674,51,47.99444444,24,7,24.09638554,19.27710843,26.5060241,12.04819277,8.433734939999999,9.63855422,94.08463673665378,29.29093765025,-29.29093765025,486,10.313075506445673,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2023-07,Summer,7,2023,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,97.0,527,1,261,14.47241379,4.35103021975,56,43.691874997499994,8.662987844,77,58.08484849,53,7,20.95238095,27.61904762,23.80952381,12.38095238,10.47619048,4.761904759999999,91.97172846496267,39.34084477774999,-39.34084477774999,470,10.62618595825427,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2023-12,Winter,12,2023,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.0,567,5,243,7.088340192,3.143172332,56,32.475470517971125,58.47323134889636,36,40.03194444,8,5,25.0,,,190.4200842324105,4.6875,17.1875,86.02165720904638,29.332298185971126,-29.332298185971126,506,9.876543209876543,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2024-01,Winter,1,2024,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.0,559,1,172,9.951356589,3.181582126,56,36.50808824,4.099335749,34,62.97990196100001,24,7,23.636363639999995,9.09090909,21.81818182,21.81818182,5.45454545,18.18181818,95.41695626604321,33.326506114,-33.326506114,502,10.01788908765653,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2024-02,Winter,2,2024,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.0,519,10,99,8.173737374,2.4590648498382905,50,30.500333333000004,3.876306857,0,52.75666667,124,5,56.75675676,8.10810811,16.21621622,8.10810811,2.7027027,8.10810811,96.65645367412236,28.041268483161712,-28.041268483161712,459,9.633911368015415,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2024-03,Spring,3,2024,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,,565,10,872,17.71278119,4.35103021975,56,32.475470517971125,6.773499703,58,64.06034483,41,7,27.53623188,,20.28985507,15.94202899,8.695652169999999,4.34782609,93.10117187840855,28.124440298221124,-28.124440298221124,499,9.91150442477876,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2024-04,Spring,4,2024,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,96.0,558,0,0,7.467745803,1.9806306306000003,44,27.08560606,2.13966967,17,51.29540020276708,9,4,,19.04761905,26.19047619,16.666666669999998,14.28571429,7.14285714,97.15234896181005,25.1049754294,-25.1049754294,514,7.885304659498208,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2024-06,Summer,6,2024,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.0,560,1,0,9.47417154,3.026865223,56,36.72761905,58.47323134889636,50,46.39233333,20,7,20.28985507,31.88405797,198.7610364132147,13.04347826,2.89855072,,85.50446144185061,33.700753827,-33.700753827,503,10.0,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2024-08,Summer,8,2024,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,90.0,558,1,0,17.16014109,4.35103021975,56,43.691874997499994,7.455135135,56,60.46696429,35,7,12.04819277,,13.25301205,14.45783133,6.02409639,3.61445783,93.66787174273297,39.34084477774999,-39.34084477774999,501,10.03584229390681,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2024-10,Autumn,10,2024,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,92.0,580,10,158,15.24651899,4.340105079,56,43.691874997499994,5.757939288,54,70.45555556,37,7,45.58823529,26.47058824,8.82352941,7.35294118,7.35294118,4.41176471,93.62655034855173,39.3517699185,-39.3517699185,514,9.655172413793103,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2024-12,Winter,12,2024,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,,542,1,179,10.91499069,2.4590648498382905,56,35.39414414,4.251063165,260,52.0062963,23,0,31.42857143,10.0,32.85714286,14.28571429,5.71428571,5.71428571,82.76012415884686,32.93507929016171,-32.93507929016171,485,10.33210332103321,ANGERS SAINT LAUD → PARIS MONTPARNASSE
2018-01,Winter,1,2018,National,ANGOULEME,PARIS MONTPARNASSE,125.0,270,4,135,5.710123457,2.971365915,56,21.19821429,6.464974937,33,6.464974937,9,0,26.92307692,42.30769231,9.615384615,15.38461538,3.846153846,1.923076923,90.51509676975925,18.226848375,-18.226848375,210,20.74074074074074,ANGOULEME → PARIS MONTPARNASSE
2018-06,Summer,6,2018,National,ANGOULEME,PARIS MONTPARNASSE,126.0,260,10,30,17.39900567186717,2.563438438,43,21.66550388,5.887387387,0,5.887387387,9,1,13.95348837,39.53488372,25.58139535,13.95348837,,2.325581395,94.1726149226795,19.102065442,-19.102065442,207,16.538461538461537,ANGOULEME → PARIS MONTPARNASSE
2018-07,Summer,7,2018,National,ANGOULEME,PARIS MONTPARNASSE,132.0,236,0,119,118.28872062060988,4.35103021975,50,33.081,10.4305141,33,10.4305141,13,5,20.0,38.0,12.0,,4.0,10.0,89.82937759350283,28.729969780250002,-28.729969780250002,186,21.1864406779661,ANGOULEME → PARIS MONTPARNASSE
2018-08,Summer,8,2018,National,ANGOULEME,PARIS MONTPARNASSE,132.0,220,4,123,5.310569106,3.108487654,42,26.35595238,7.185648148,30,7.185648148,6,2,11.9047619,28.57142857,16.66666667,30.95238095,0.0,11.9047619,90.1660283389697,23.247464726,-23.247464726,174,19.090909090909093,ANGOULEME → PARIS MONTPARNASSE
2018-09,Autumn,9,2018,National,ANGOULEME,PARIS MONTPARNASSE,130.0,262,0,127,5.837664042,2.886768448,47,18.05106383,8.604179754373616,15,4.893002545,6,1,,36.95652174,32.60869565,10.86956522,0.0,8.695652174,93.26062652948734,15.164295382,-15.164295382,215,17.938931297709924,ANGOULEME → PARIS MONTPARNASSE
2018-10,Autumn,10,2018,National,ANGOULEME,PARIS MONTPARNASSE,131.0,262,0,148,4.190540541,2.428244275,56,17.38442623,6.055025445,29,6.055025445,6,0,8.196721311,40.98360656,31.14754098,8.196721311,4.918032787,6.557377049,91.39540924517175,14.956181954999998,-14.956181954999998,206,21.374045801526716,ANGOULEME → PARIS MONTPARNASSE
2018-11,Autumn,11,2018,National,ANGOULEME,PARIS MONTPARNASSE,127.0,266,9,155,6.105483871,3.808949416,56,25.20755208,7.877885863,36,7.877885863,13,2,,23.4375,34.375,10.9375,3.125,9.375,89.06295887245739,21.398602664,-21.398602664,201,21.052631578947366,ANGOULEME → PARIS MONTPARNASSE
2018-12,Winter,12,2018,National,ANGOULEME,PARIS MONTPARNASSE,125.0,280,7,144,118.28872062060988,3.238339438,0,22.33979592,5.782356532,28,5.782356532,12,2,18.36734694,34.69387755,26.53061224,10.20408163,2.040816327,75.91572970554272,95.03627391133334,19.101456482,-19.101456482,273,0.0,ANGOULEME → PARIS MONTPARNASSE
2019-01,Winter,1,2019,National,ANGOULEME,PARIS MONTPARNASSE,,310,10,153,7.662200436,3.967729306,38,43.691874997499994,7.350559284,26,7.350559284,17,6,37.83783784,18.91891892,198.7610364132147,16.21621622,2.702702703,2.702702703,92.51684226987096,39.72414569149999,-39.72414569149999,262,12.258064516129032,ANGOULEME → PARIS MONTPARNASSE
2019-03,Spring,3,2019,National,ANGOULEME,PARIS MONTPARNASSE,125.0,305,9,155,9.339892473,4.35103021975,41,39.90772358,8.604179754373616,24,6.958952703,14,7,36.58536585,21.95121951,14.63414634,21.95121951,0.0,4.87804878,92.33646184421642,35.55669336025,-35.55669336025,255,13.442622950819672,ANGOULEME → PARIS MONTPARNASSE
2019-06,Summer,6,2019,National,ANGOULEME,PARIS MONTPARNASSE,130.0,283,0,230,9.94173913,4.35103021975,56,43.691874997499994,12.44658422,47,60.76241135,23,7,11.66666667,46.66666667,21.66666667,11.66666667,1.666666667,,88.98563996804477,39.34084477774999,-39.34084477774999,227,19.78798586572438,ANGOULEME → PARIS MONTPARNASSE
2019-07,Summer,7,2019,National,ANGOULEME,PARIS MONTPARNASSE,131.0,247,0,191,3.576352531,2.678272605,41,22.92479675,5.233333333,21,32.96587302,7,2,25.0,15.0,27.5,12.5,2.5,75.91572970554272,93.25733243370377,20.246524145,-20.246524145,206,16.599190283400812,ANGOULEME → PARIS MONTPARNASSE
2019-08,Summer,8,2019,National,ANGOULEME,PARIS MONTPARNASSE,133.0,224,0,165,3.288888889,2.325967262,26,16.04230769,3.189657738,12,21.20833333,1,0,16.66666667,25.0,20.83333333,12.5,,16.66666667,95.53981894842858,13.716340428000002,-13.716340428000002,198,11.607142857142858,ANGOULEME → PARIS MONTPARNASSE
2019-09,Autumn,9,2019,National,ANGOULEME,PARIS MONTPARNASSE,,278,1,214,4.361915888,3.257400722,39,33.39529915,5.295487365,27,42.64691358,11,5,24.32432432,218.65088787857883,16.21621622,21.62162162,0.0,75.91572970554272,93.25410941998202,30.137898428,-30.137898428,238,14.028776978417264,ANGOULEME → PARIS MONTPARNASSE
2019-10,Autumn,10,2019,National,ANGOULEME,PARIS MONTPARNASSE,,255,10,175,5.29647619,3.736225895,49,22.90816327,5.682231405,31,29.33387097,8,2,20.83333333,39.58333333,22.91666667,,,6.25,89.99413790308824,19.171937375,-19.171937375,196,19.215686274509807,ANGOULEME → PARIS MONTPARNASSE
2019-11,Autumn,11,2019,National,ANGOULEME,PARIS MONTPARNASSE,125.0,267,8,208,6.261458333,4.35103021975,54,43.691874997499994,7.507915058,33,37.34393939,16,4,11.32075472,41.50943396,26.41509434,7.547169811,11.32075472,1.886792453,89.79736996224344,39.34084477774999,-39.34084477774999,205,20.224719101123593,ANGOULEME → PARIS MONTPARNASSE
